MSW_TAXON	TAXON	ORDER	FAMILY	HYP	LOP	FCT_HOD	FCT_AL	FCT_OL	FCT_SF	FCT_OT	FCT_CM	MASS_KG	H2O_DEP	WILD	TAXON_Kari	ORDER_Kari	FAMILY_Kari	LENGTH_MM	MASS_G	DIET_CLUSTER	FO_CP	FO_EE	FO_CF	FO_ASH	FO_NFE	DIET_CLU	DIET_EIS	flag_false_composition	diet_cat1	diet_eis1	TAXON_OLD1	TAXON_OLD2	last_checked	last_update
Antilocapra americana	Antilocapra americana	Artiodactyla	Antilocapridae	3	2	1	0	1	0	0	0	NA	NA	NA	Antilocapra americana	Artiodactyla	Antilocapridae	1250	45375	H2	11.575	3.06	20.154	16.996	48.215	13.Herbivore-Browser	Herbivore-Mixed-Feeder	0	H	Herbivore	NA	NA	NA	NA
Addax nasomaculatus	Addax nasomaculatus	Artiodactyla	Bovidae	3	2	1	0	1	1	0	0	NA	NA	NA	Addax nasomaculatus	Artiodactyla	Bovidae	1600	111000	H2	11.937	2.576	19.95	21.427	44.11	13.Herbivore-Browser	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Aepyceros melampus	Aepyceros melampus	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	52.5	H	W	Aepyceros melampus	Artiodactyla	Bovidae	1300	50350	H1	11.298	3.714	26.348	8.743	49.898	13.14.MF	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Alcelaphus buselaphus	Alcelaphus buselaphus	Artiodactyla	Bovidae	3	2	1	0	1	0	1	0	171	H	W	Alcelaphus buselaphus	Artiodactyla	Bovidae	1975	136144	H7	8.572	2.596	31.506	10.585	46.742	14.Herbivore-Grazer	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Alcelaphus caama	Alcelaphus caama	Artiodactyla	Bovidae	3	NA	1	0	1	0	1	0	NA	NA	NA	Alcelaphus caama	Artiodactyla	Bovidae	1815	176115.97	H7	8.572	2.596	31.506	10.585	46.742	14.Herbivore-Grazer	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Alcelaphus lichtensteinii	Alcelaphus lichtensteinii	Artiodactyla	Bovidae	3	2	1	0	1	0	1	0	NA	NA	NA	Alcelaphus lichtensteinii	Artiodactyla	Bovidae	1815	153000	H7	8.236	2.944	31.216	8.465	49.139	14.Herbivore-Grazer	Herbivore-grazer	0	H	Herbivore	Sigmoceros lichtensteinii	NA	NA	NA
Ammodorcas clarkei	Ammodorcas clarkei	Artiodactyla	Bovidae	1	2	1	0	1	0	0	0	NA	NA	NA	Ammodorcas clarkei	Artiodactyla	Bovidae	1170	28000	H4	10.195	3.517	23.027	9.625	53.638	12.Herbivore-Frugivore	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Ammotragus lervia	Ammotragus lervia	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	NA	NA	NA	Ammotragus lervia	Artiodactyla	Bovidae	1475	81700	H1	10.969	2.733	24.854	16.458	44.986	13.14.MF	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Antidorcas marsupialis	Antidorcas marsupialis	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	NA	NA	NA	Antidorcas marsupialis	Artiodactyla	Bovidae	1300	31000	H1	9.956	3.487	26.394	9.924	50.24	13.14.MF	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Antilope cervicapra	Antilope cervicapra	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	NA	NA	NA	Antilope cervicapra	Artiodactyla	Bovidae	1200	37300	H1	10.277	2.8	23.857	7.364	55.703	13.14.MF	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Beatragus hunteri	Beatragus hunteri	Artiodactyla	Bovidae	3	2	1	0	1	0	1	0	80	M	W	Beatragus hunteri	Artiodactyla	Bovidae	NA	88500	H7	8.106	2.605	33.319	8.944	47.026	14.Herbivore-Grazer	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Bison bison	Bison bison	Artiodactyla	Bovidae	3	2	1	0	1	0	1	0	NA	NA	NA	Bison bison	Artiodactyla	Bovidae	2454.5	624050	H7	9.622	2.686	30.291	10.621	46.781	14.Herbivore-Grazer	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Bison bonasus	Bison bonasus	Artiodactyla	Bovidae	3	2	1	0	1	0	1	0	NA	NA	NA	Bison bonasus	Artiodactyla	Bovidae	2800	570500	H1	9.902	3.296	27.744	9.387	49.672	13.14.MF	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Bos frontalis	Bos frontalis	Artiodactyla	Bovidae	3	2	1	0	1	0	1	1	NA	NA	NA	Bos frontalis	Artiodactyla	Bovidae	2750	775150	H7	8.851	2.843	29.02	11.257	48.029	14.Herbivore-Grazer	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Bos grunniens	Bos grunniens	Artiodactyla	Bovidae	3	2	1	0	1	0	1	1	NA	NA	NA	Bos grunniens	Artiodactyla	Bovidae	3250	333000	H1	12.908	6.135	24.46	12.624	43.873	13.14.MF	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Bos javanicus	Bos javanicus	Artiodactyla	Bovidae	3	2	1	0	1	0	1	1	NA	NA	NA	Bos javanicus	Artiodactyla	Bovidae	1900	6e+05	H1	12.772	3.346	23.655	10.905	49.322	13.14.MF	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Bos sauveli	Bos sauveli	Artiodactyla	Bovidae	3	2	1	0	1	0	1	1	NA	NA	NA	Bos sauveli	Artiodactyla	Bovidae	2162.5	8e+05	H7	7.94	3.251	30.044	8.221	50.543	14.Herbivore-Grazer	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Bos taurus	Bos taurus	Artiodactyla	Bovidae	3	2	1	0	1	0	1	1	180	H	D	Bos taurus	Artiodactyla	Bovidae	2900	6e+05	H1	9.199	3.335	27.916	9.641	49.909	13.14.MF	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Boselaphus tragocamelus	Boselaphus tragocamelus	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	NA	NA	NA	Boselaphus tragocamelus	Artiodactyla	Bovidae	1950	194800	H1	9.937	2.931	23.779	15.261	48.091	13.14.MF	Herbivore-Mixed-Feeder	0	H	Herbivore	NA	NA	NA	NA
Bubalus bubalis	Bubalus bubalis	Artiodactyla	Bovidae	3	2	1	0	1	0	1	1	NA	NA	NA	Bubalus bubalis	Artiodactyla	Bovidae	2700	950000	H1	9.998	2.583	26.323	15.081	46.015	13.14.MF	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Bubalus depressicornis	Bubalus depressicornis	Artiodactyla	Bovidae	3	2	1	0	1	0	1	1	NA	NA	NA	Bubalus depressicornis	Artiodactyla	Bovidae	1660	150000	H1	9.597	3.329	22.976	7.994	56.104	13.14.MF	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Bubalus mindorensis	Bubalus mindorensis	Artiodactyla	Bovidae	3	2	1	0	1	0	1	1	NA	NA	NA	Bubalus mindorensis	Artiodactyla	Bovidae	NA	233333.33		NA	NA	NA	NA	NA			0		NA	NA	NA	NA	NA
Bubalus quarlesi	Bubalus quarlesi	Artiodactyla	Bovidae	3	2	1	0	1	0	1	1	NA	NA	NA	Bubalus quarlesi	Artiodactyla	Bovidae	1660	225000	H1	9.597	3.329	22.976	7.994	56.104	13.14.MF		0	H	NA	NA	NA	NA	NA
Budorcas taxicolor	Budorcas taxicolor	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	NA	NA	NA	Budorcas taxicolor	Artiodactyla	Bovidae	1685	250000	H4	11.832	3.393	20.699	14.538	49.537	12.Herbivore-Frugivore	Herbivore-Mixed-Feeder	0	H	Herbivore	NA	NA	NA	NA
Capra caucasica	Capra caucasica	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	NA	NA	NA	Capra caucasica	Artiodactyla	Bovidae	NA	55000	H1	9.283	2.963	27.873	10.419	49.462	13.14.MF	Herbivore-Mixed-Feeder	0	H	Herbivore	NA	NA	NA	NA
Capra caucasica cylindricornis	Capra cylindricornis	Artiodactyla	Bovidae	3	NA	1	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Capra falconeri	Capra falconeri	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	NA	NA	NA	Capra falconeri	Artiodactyla	Bovidae	1600	41000	H1	9.662	2.683	27.011	13.664	46.979	13.14.MF	Herbivore-Mixed-Feeder	0	H	Herbivore	NA	NA	NA	NA
Capra hircus	Capra hircus	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	75	M	D	Capra hircus	Artiodactyla	Bovidae	1350	45800	H1	10.547	2.879	24.041	14.912	47.62	13.14.MF	Herbivore-Mixed-Feeder	0	H	Herbivore	NA	NA	NA	NA
Capra ibex	Capra ibex	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	NA	NA	NA	Capra ibex	Artiodactyla	Bovidae	1425	71500	H1	11.268	4.376	26.031	13.68	44.645	13.14.MF	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Capra nubiana	Capra nubiana	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	NA	NA	NA	Capra nubiana	Artiodactyla	Bovidae	NA	65000		NA	NA	NA	NA	NA		Herbivore-browser	0		Herbivore	NA	NA	NA	NA
Capra pyrenaica	Capra pyrenaica	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	NA	NA	NA	Capra pyrenaica	Artiodactyla	Bovidae	1200	56250	H1	11.547	4.687	24.667	12.754	46.345	13.14.MF	Herbivore-Mixed-Feeder	0	H	Herbivore	NA	NA	NA	NA
Capra sibirica	Capra sibirica	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	NA	NA	NA	Capra sibirica	Artiodactyla	Bovidae	NA	67100	H1	12.447	3.585	21.086	15.303	47.579	13.14.MF	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Capra walie	Capra walie	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	NA	NA	NA	Capra walie	Artiodactyla	Bovidae	NA	101250	H1	9.183	3.953	24.996	9.459	52.409	13.14.MF	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Capricornis crispus	Capricornis crispus	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	NA	NA	NA	Capricornis crispus	Artiodactyla	Bovidae	1600	37150	H4	13.404	4.84	18.114	10.298	53.344	12.Herbivore-Frugivore	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Capricornis milneedwardsii	Capricornis milneedwardsii	Artiodactyla	Bovidae	3	NA	1	0	1	0	0	0	NA	NA	NA	Capricornis milneedwardsii	Artiodactyla	Bovidae	1600	95000	H1	9.781	2.763	26.363	13.509	47.584	13.14.MF	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Capricornis rubidus	Capricornis rubidus	Artiodactyla	Bovidae	3	NA	1	0	1	0	0	0	NA	NA	NA	Capricornis rubidus	Artiodactyla	Bovidae	1600	95000	H1	9.781	2.763	26.363	13.509	47.584	13.14.MF	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Capricornis sumatraensis	Capricornis sumatraensis	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	NA	NA	NA	Capricornis sumatraensis	Artiodactyla	Bovidae	1550	102000	H1	9.781	2.763	26.363	13.509	47.584	13.14.MF	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Capricornis swinhoei	Capricornis swinhoei	Artiodactyla	Bovidae	2	2	1	0	1	0	0	0	NA	NA	NA	Capricornis swinhoei	Artiodactyla	Bovidae	1600	37000	H1	9.781	2.763	26.363	13.509	47.584	13.14.MF	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Capricornis thar	Capricornis thar	Artiodactyla	Bovidae	3	NA	1	0	1	0	0	0	NA	NA	NA	Capricornis thar	Artiodactyla	Bovidae	1600	95000	H1	9.781	2.763	26.363	13.509	47.584	13.14.MF	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Cephalophus adersi	Cephalophus adersi	Artiodactyla	Bovidae	2	2	1	0	1	1	0	0	9.2	M	W	Cephalophus adersi	Artiodactyla	Bovidae	NA	9550	F2	12.134	6.527	16.205	7.567	57.568	12.Frugivore-Herbivore	Frugivore-granivore	0	F	Frugivore	NA	NA	NA	NA
Cephalophus brookei	Cephalophus brookei	Artiodactyla	Bovidae	2	NA	1	0	1	1	0	0	NA	NA	NA	Cephalophus brookei	Artiodactyla	Bovidae	NA	NA	F2	10.368	5.334	15.024	11.838	57.436	12.Frugivore-Herbivore	Frugivore-granivore	0	F	Frugivore	NA	NA	NA	NA
Cephalophus callipygus	Cephalophus callipygus	Artiodactyla	Bovidae	2	2	1	0	1	1	0	0	NA	NA	NA	Cephalophus callipygus	Artiodactyla	Bovidae	1005	18500	H1	9.773	4.246	25.089	7.752	53.14	13.14.MF	Frugivore-herbivore	0	H	Frugivore	NA	NA	NA	NA
Cephalophus dorsalis	Cephalophus dorsalis	Artiodactyla	Bovidae	2	2	1	0	1	1	0	0	NA	NA	NA	Cephalophus dorsalis	Artiodactyla	Bovidae	800	19900	F2	21.658	6.961	16.004	7.488	47.889	12.Frugivore-Herbivore	Frugivore-granivore	0	F	Frugivore	NA	NA	NA	NA
Cephalophus natalensis harveyi	Cephalophus harveyi	Artiodactyla	Bovidae	2	2	1	0	1	1	0	0	14.5	M	W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cephalophus jentinki	Cephalophus jentinki	Artiodactyla	Bovidae	2	2	1	0	1	1	0	0	NA	NA	NA	Cephalophus jentinki	Artiodactyla	Bovidae	1162.5	75400	H4	11.445	6.26	15.844	11.006	55.445	12.Herbivore-Frugivore	Frugivore-granivore	0	H	Frugivore	NA	NA	NA	NA
Cephalophus leucogaster	Cephalophus leucogaster	Artiodactyla	Bovidae	2	2	1	0	1	1	0	0	NA	NA	NA	Cephalophus leucogaster	Artiodactyla	Bovidae	865	12700	H1	9.094	4.354	23.865	7.219	55.469	13.14.MF	Frugivore-granivore	0	H	Frugivore	NA	NA	NA	NA
Cephalophus maxwellii	Cephalophus maxwellii	Artiodactyla	Bovidae	1	NA	1	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cephalophus natalensis	Cephalophus natalensis	Artiodactyla	Bovidae	2	2	1	0	1	1	0	0	NA	NA	NA	Cephalophus natalensis	Artiodactyla	Bovidae	810	10000	H1	21.091	6.406	21.59	7.269	43.643	13.14.MF	Frugivore-granivore	0	H	Frugivore	NA	NA	NA	NA
Cephalophus niger	Cephalophus niger	Artiodactyla	Bovidae	2	2	1	0	1	1	0	0	NA	NA	NA	Cephalophus niger	Artiodactyla	Bovidae	1162.5	18100	H4	14.023	6.196	19.154	11.154	49.473	12.Herbivore-Frugivore	Frugivore-herbivore	0	H	Frugivore	NA	NA	NA	NA
Cephalophus nigrifrons	Cephalophus nigrifrons	Artiodactyla	Bovidae	2	2	1	0	1	1	0	0	13.9	M	W	Cephalophus nigrifrons	Artiodactyla	Bovidae	920	14150	H4	11.592	5.137	17.146	10.798	55.327	12.Herbivore-Frugivore	Frugivore-herbivore	0	H	Frugivore	NA	NA	NA	NA
Cephalophus ogilbyi	Cephalophus ogilbyi	Artiodactyla	Bovidae	2	2	1	0	1	1	0	0	NA	NA	NA	Cephalophus ogilbyi	Artiodactyla	Bovidae	1162.5	20000	F2	10.368	5.334	15.024	11.838	57.436	12.Frugivore-Herbivore	Frugivore-herbivore	0	F	Frugivore	NA	NA	NA	NA
Cephalophus rufilatus	Cephalophus rufilatus	Artiodactyla	Bovidae	2	2	1	0	1	1	0	0	NA	NA	NA	Cephalophus rufilatus	Artiodactyla	Bovidae	775	10200	H4	10.992	4.414	22.224	7.627	54.744	12.Herbivore-Frugivore	Frugivore-herbivore	0	H	Frugivore	NA	NA	NA	NA
Cephalophus silvicultor	Cephalophus silvicultor	Artiodactyla	Bovidae	2	2	1	0	1	1	0	0	72.5	M	W	Cephalophus silvicultor	Artiodactyla	Bovidae	1700	62250	F2	13.074	5.997	17.777	8.721	54.431	12.Frugivore-Herbivore	Frugivore-granivore	0	F	Frugivore	NA	NA	NA	NA
Cephalophus spadix	Cephalophus spadix	Artiodactyla	Bovidae	2	2	1	0	1	1	0	0	NA	NA	NA	Cephalophus spadix	Artiodactyla	Bovidae	NA	57000	H2	14.284	5.007	16.106	16.759	47.844	13.Herbivore-Browser	Frugivore-herbivore	0	H	Frugivore	NA	NA	NA	NA
Cephalophus weynsi	Cephalophus weynsi	Artiodactyla	Bovidae	2	2	1	0	1	1	0	0	17	M	W	Cephalophus weynsi	Artiodactyla	Bovidae	NA	NA	H7	8.106	2.605	33.319	8.944	47.026	12.Frugivore-Herbivore	Frugivore-granivore	1	H	Frugivore	NA	NA	NA	NA
Cephalophus zebra	Cephalophus zebra	Artiodactyla	Bovidae	2	2	1	0	1	1	0	0	NA	NA	NA	Cephalophus zebra	Artiodactyla	Bovidae	1162.5	14300	F2	21.21	10.44	11.146	5.801	51.404	12.Frugivore-Herbivore	Frugivore-granivore	0	F	Frugivore	NA	NA	NA	NA
Connochaetes gnou	Connochaetes gnou	Artiodactyla	Bovidae	3	2	1	0	1	0	1	0	NA	NA	NA	Connochaetes gnou	Artiodactyla	Bovidae	1950	136000	H1	8.415	2.811	31.638	8.549	48.588	13.14.MF	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Connochaetes taurinus	Connochaetes taurinus	Artiodactyla	Bovidae	3	2	1	0	1	0	1	0	180	H	W	Connochaetes taurinus	Artiodactyla	Bovidae	1782.5	164500	H7	8.106	2.605	33.319	8.944	47.026	14.Herbivore-Grazer	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Damaliscus korrigum	Damaliscus korrigum	Artiodactyla	Bovidae	3	2	1	0	1	0	1	0	112	L	W	Damaliscus korrigum	Artiodactyla	Bovidae	1625	127194.87	H7	8.106	2.605	33.319	8.944	47.026	14.Herbivore-Grazer	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Damaliscus lunatus	Damaliscus lunatus	Artiodactyla	Bovidae	3	2	1	0	1	0	1	0	NA	NA	NA	Damaliscus lunatus	Artiodactyla	Bovidae	1700	128550	H7	8.106	2.605	33.319	8.944	47.026	14.Herbivore-Grazer	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Damaliscus pygargus	Damaliscus pygargus	Artiodactyla	Bovidae	3	2	1	0	1	0	1	0	NA	NA	NA	Damaliscus pygargus	Artiodactyla	Bovidae	1625	69000	H7	8.804	2.591	30.6	11.405	46.6	14.Herbivore-Grazer	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Damaliscus superstes	Damaliscus superstes	Artiodactyla	Bovidae	3	NA	1	0	1	0	1	0	NA	NA	NA	Damaliscus superstes	Artiodactyla	Bovidae	1625	111500	H7	8.106	2.605	33.319	8.944	47.026	14.Herbivore-Grazer	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Dorcatragus megalotis	Dorcatragus megalotis	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	NA	NA	NA	Dorcatragus megalotis	Artiodactyla	Bovidae	813.5	9000	H1	11.207	2.96	26.684	7.416	51.732	13.14.MF	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Eudorcas rufifrons	Eudorcas rufifrons	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	NA	NA	NA	Eudorcas rufifrons	Artiodactyla	Bovidae	1275	23850	H1	8.661	2.975	30.293	8.233	49.838	13.14.MF		0	H	NA	Gazella rufifrons	NA	NA	NA
Eudorcas rufina	Eudorcas rufina	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	NA	NA	NA	Eudorcas rufina	Artiodactyla	Bovidae	NA	39999.99		NA	NA	NA	NA	NA			0		NA	NA	NA	NA	NA
Eudorcas thomsonii	Eudorcas thomsonii	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	20.5	M	W	Eudorcas thomsonii	Artiodactyla	Bovidae	980	20000	H1	9.117	3.25	28.974	9.561	49.098	13.14.MF		0	H	NA	Gazella thomsonii	NA	NA	NA
Gazella arabica	Gazella arabica	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	NA	NA	NA	Gazella arabica	Artiodactyla	Bovidae	1275	24124.67		NA	NA	NA	NA	NA		Herbivore-Mixed-Feeder	0		Herbivore	NA	NA	NA	NA
Gazella bennettii	Gazella bennettii	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	NA	NA	NA	Gazella bennettii	Artiodactyla	Bovidae	1275	18916.67		NA	NA	NA	NA	NA		Herbivore-Mixed-Feeder	0		Herbivore	NA	NA	NA	NA
Gazella cuvieri	Gazella cuvieri	Artiodactyla	Bovidae	2	2	1	0	1	0	0	0	NA	NA	NA	Gazella cuvieri	Artiodactyla	Bovidae	1275	17500		NA	NA	NA	NA	NA		Herbivore-Mixed-Feeder	0		Herbivore	NA	NA	NA	NA
Gazella dorcas	Gazella dorcas	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	NA	NA	NA	Gazella dorcas	Artiodactyla	Bovidae	1275	16985	H4	14.997	4.176	23.041	12.177	45.61	12.Herbivore-Frugivore	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Gazella erlangeri	Gazella erlangeri	Artiodactyla	Bovidae	3	NA	1	0	1	0	0	0	NA	NA	NA	Gazella erlangeri	Artiodactyla	Bovidae	1275	48500		NA	NA	NA	NA	NA		Herbivore-Mixed-Feeder	0		Herbivore	NA	NA	NA	NA
Gazella gazella	Gazella gazella	Artiodactyla	Bovidae	2	2	1	0	1	0	0	0	NA	NA	NA	Gazella gazella	Artiodactyla	Bovidae	1275	20750	H1	9.782	2.762	26.359	13.517	47.578	13.14.MF	Herbivore-Mixed-Feeder	0	H	Herbivore	NA	NA	NA	NA
Gazella leptoceros	Gazella leptoceros	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	NA	NA	NA	Gazella leptoceros	Artiodactyla	Bovidae	1275	23600	H1	11.123	2.767	24.791	16.488	44.832	13.14.MF	Herbivore-Mixed-Feeder	0	H	Herbivore	NA	NA	NA	NA
Gazella saudiya	Gazella saudiya	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	NA	NA	NA	Gazella saudiya	Artiodactyla	Bovidae	1275	16000		NA	NA	NA	NA	NA		Herbivore-Mixed-Feeder	0		Herbivore	NA	NA	NA	NA
Gazella spekei	Gazella spekei	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	NA	NA	NA	Gazella spekei	Artiodactyla	Bovidae	1275	18950		NA	NA	NA	NA	NA		Herbivore-Mixed-Feeder	0		Herbivore	NA	NA	NA	NA
Gazella subgutturosa	Gazella subgutturosa	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	NA	NA	NA	Gazella subgutturosa	Artiodactyla	Bovidae	1275	25300	H1	9.362	2.961	27.566	10.701	49.41	13.14.MF	Herbivore-Mixed-Feeder	0	H	Herbivore	NA	NA	NA	NA
Hemitragus hylocrius	Hemitragus hylocrius	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	NA	NA	NA	Hemitragus hylocrius	Artiodactyla	Bovidae	1150	75000	H1	12.459	2.887	25.946	12.074	46.633	13.14.MF		0	H	NA	NA	NA	NA	NA
Hemitragus jayakari	Hemitragus jayakari	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	NA	NA	NA	Hemitragus jayakari	Artiodactyla	Bovidae	1150	22210.18	F2	12.181	5.858	16.4	10.711	54.851	12.Frugivore-Herbivore		0	F	NA	NA	NA	NA	NA
Hemitragus jemlahicus	Hemitragus jemlahicus	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	NA	NA	NA	Hemitragus jemlahicus	Artiodactyla	Bovidae	1150	79650	F2	14.99	7.433	15.664	6.831	55.083	12.Frugivore-Herbivore	Herbivore-grazer	0	F	Herbivore	NA	NA	NA	NA
Hippotragus equinus	Hippotragus equinus	Artiodactyla	Bovidae	3	2	1	0	1	1	0	0	270	H	W	Hippotragus equinus	Artiodactyla	Bovidae	2150	265400	H1	9.685	3.149	26.199	10.879	50.088	13.14.MF	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Hippotragus leucophaeus	Hippotragus leucophaeus	Artiodactyla	Bovidae	3	2	1	0	1	1	0	0	NA	NA	NA	Hippotragus leucophaeus	Artiodactyla	Bovidae	2275	149999.99	H1	8.661	2.975	30.293	8.233	49.838	13.14.MF	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Hippotragus niger	Hippotragus niger	Artiodactyla	Bovidae	3	2	1	0	1	1	0	0	227.5	M	W	Hippotragus niger	Artiodactyla	Bovidae	2035	225900	H1	10.294	2.939	27.62	11.967	47.179	13.14.MF	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Kobus ellipsiprymnus	Kobus ellipsiprymnus	Artiodactyla	Bovidae	3	2	1	0	1	1	0	0	210	H	W	Kobus ellipsiprymnus	Artiodactyla	Bovidae	2060	175333.33	H1	9.542	3.332	29.302	8.24	49.585	13.14.MF	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Kobus kob	Kobus kob	Artiodactyla	Bovidae	3	2	1	0	1	1	0	1	NA	NA	NA	Kobus kob	Artiodactyla	Bovidae	1700	58600	H7	8.106	2.605	33.319	8.944	47.026	14.Herbivore-Grazer	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Kobus leche	Kobus leche	Artiodactyla	Bovidae	3	2	1	0	1	1	0	1	NA	NA	NA	Kobus leche	Artiodactyla	Bovidae	1647.5	87000	H7	8.349	2.632	33.112	8.744	47.163	14.Herbivore-Grazer	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Kobus megaceros	Kobus megaceros	Artiodactyla	Bovidae	3	2	1	0	1	1	0	0	NA	NA	NA	Kobus megaceros	Artiodactyla	Bovidae	1800	17500	H1	9.503	2.577	27.88	13.866	46.174	13.14.MF	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Kobus vardonii	Kobus vardonii	Artiodactyla	Bovidae	3	2	1	0	1	1	0	0	NA	NA	NA	Kobus vardonii	Artiodactyla	Bovidae	1800	69750	H7	8.106	2.605	33.319	8.944	47.026	14.Herbivore-Grazer	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Litocranius walleri	Litocranius walleri	Artiodactyla	Bovidae	2	2	1	0	1	0	0	0	38	L	W	Litocranius walleri	Artiodactyla	Bovidae	1500	41333.33	H4	10.729	3.039	22.794	13.72	49.718	12.Herbivore-Frugivore	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Madoqua guentheri	Madoqua guentheri	Artiodactyla	Bovidae	2	2	1	0	1	0	0	0	7.5	L	W	Madoqua guentheri	Artiodactyla	Bovidae	620	4100	H4	12.292	3.169	21.762	9.879	52.899	12.Herbivore-Frugivore	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Madoqua kirkii	Madoqua kirkii	Artiodactyla	Bovidae	2	2	1	0	1	0	0	0	5.3	L	W	Madoqua kirkii	Artiodactyla	Bovidae	607.5	4876.67	H4	10.827	3.645	21.114	15.92	48.495	12.Herbivore-Frugivore	Frugivore-granivore	0	H	Frugivore	NA	NA	NA	NA
